Name;Age;Nat;Team;Game Played;Goal;Assist;Points;Plus Minus;Position1;Salary;TOI.GP;PIM;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;sDist;SA;Grit;iBLK;BLK.;iSCF;SF;SH.;SCA;FO.;X.FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL
Zach Werenski;19;USA;CBJ;78;11;36;47;17;D;925000;20.9;14;0;0;1;4;0;0;6;6;0;36;43;0;0;103;47.9;NA;145;90;0.07;NA;NA;0.105;NA;0;0;0;0;0;0;0;0
Blake Wheeler;30;USA;WPG;82;26;48;74;6;RW;5800000;20;47;2;1;2;5;2;0;14;15;10;38;30;9;1;156;32.8;NA;199;51;0.038;NA;NA;0.103;NA;0.457;0.054;7;13;8;13;28;25
Colin White;19;USA;OTT;2;0;0;0;0;C;925000;13.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;NA;1;1;0.048;NA;NA;0.111;NA;0.333;0.913;1;4;3;4;3;6
Ryan White;28;CAN;ARI;65;9;7;16;-16;C;1000000;10.7;84;1;0;0;2;2;0;4;1;0;7;6;2;0;44;32.1;NA;310;33;0.047;NA;NA;0.068;NA;0.429;0.143;17;23;9;7;13;22
Chris Wideman;26;USA;OTT;76;5;12;17;7;D;800000;14;46;0;0;3;0;0;0;2;1;0;46;20;1;0;55;50.7;NA;184;68;0.08;NA;NA;0.069;NA;0;0;0;0;0;0;0;0
Dennis Wideman;33;CAN;CGY;57;5;13;18;-6;D;6000000;20.2;32;0;0;2;0;0;0;3;0;0;45;4;0;0;38;48.7;NA;167;74;0.072;NA;NA;0.087;NA;0;0;0;0;0;0;0;0
Patrick Wiercioch;26;CAN;COL;57;4;8;12;-18;D;800000;16.7;23;2;0;1;0;0;1;0;4;0;26;6;0;2;25;48.7;NA;133;57;0.064;NA;NA;0.052;NA;0;0.001;0;0;0;0;0;0
Justin Williams;35;CAN;WSH;80;24;24;48;14;RW;3250000;15.5;50;1;2;3;2;5;0;11;17;2;18;18;16;1;95;30.5;NA;119;41;0.044;NA;NA;0.1;NA;0.547;0.108;8;3;6;4;50;46
Colin Wilson;27;USA;NSH;70;12;23;35;7;LW;4000000;14.9;18;4;0;0;0;3;0;5;23;1;2;10;9;3;65;22.3;NA;91;23;0.028;NA;NA;0.104;NA;0.41;0.039;2;2;6;5;8;16
Scott Wilson;24;CAN;PIT;78;8;18;26;0;LW;590000;10.9;32;3;1;1;0;0;0;3;15;2;8;23;13;5;61;27;NA;232;31;0.039;NA;NA;0.078;NA;1;0.004;0;0;1;0;2;0
Tom Wilson;22;CAN;WSH;82;7;12;19;9;RW;1750000;12.9;133;0;0;0;0;1;0;6;7;2;3;10;11;1;61;30.9;NA;425;44;0.044;NA;NA;0.078;NA;0.3;0.01;1;1;0;2;2;4
Tommy Wingels;28;USA;OTT;73;7;5;12;-11;C;2600000;10.5;27;2;0;2;1;1;0;1;8;4;4;16;8;5;36;26.1;NA;201;47;0.062;NA;NA;0.058;NA;0.427;0.412;30;40;40;57;41;52
Daniel Winnik;31;CAN;WSH;72;12;13;25;15;LW;1800000;12.9;49;2;1;0;1;1;0;7;10;2;5;7;6;0;52;35.7;NA;111;34;0.039;NA;NA;0.088;NA;0.429;0.023;0;3;2;2;7;7
Luke Witkowski;26;USA;T.B;34;0;4;4;-1;D;575000;9.9;39;0;0;0;0;0;0;0;1;0;5;3;0;0;15;41.3;NA;144;21;0.066;NA;NA;0.058;NA;0;0;0;0;0;0;0;0
Miles Wood;21;USA;N.J;60;8;9;17;-21;LW;925000;12.8;86;2;0;1;1;2;0;2;20;0;3;35;12;2;33;23.6;NA;186;26;0.038;NA;NA;0.074;NA;0.5;0.003;0;0;0;0;1;1
Tyler Wotherspoon;23;CAN;CGY;4;0;0;0;-2;D;625000;10.9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;46.3;NA;5;2;0.053;NA;NA;0;NA;0;0;0;0;0;0;0;0
Nail Yakupov;23;RUS;STL;40;3;6;9;-3;RW;2500000;10.7;14;0;0;1;0;0;0;2;7;0;4;1;0;2;21;26.9;NA;54;8;0.024;NA;NA;0.085;NA;0;0;0;0;0;0;0;0
Keith Yandle;30;USA;FLA;82;5;36;41;-6;D;7500000;22;39;0;0;3;0;0;0;2;0;0;91;33;1;0;53;54.8;NA;144;76;0.05;NA;NA;0.076;NA;0;0;0;0;0;0;0;0
Pavel Zacha;19;CZE;N.J;70;8;16;24;-17;C;925000;14.3;19;2;1;0;4;0;0;1;11;1;3;26;2;0;40;29.7;NA;98;24;0.03;NA;NA;0.068;NA;0.403;0.524;49;71;63;91;71;111
Nikita Zadorov;21;RUS;COL;56;0;10;10;-20;D;832500;19;73;0;0;0;0;0;0;0;0;0;24;7;0;0;30;54.4;NA;298;69;0.065;NA;NA;0.059;NA;0;0;0;0;0;0;0;0
Nikita Zaitsev;25;RUS;TOR;82;4;32;36;-22;D;925000;21.9;38;0;0;0;2;0;0;2;3;0;14;46;1;0;42;52.8;NA;350;136;0.076;NA;NA;0.091;NA;0;0;0;0;0;0;0;0
Travis Zajac;31;CAN;N.J;80;14;31;45;-8;C;6500000;19.6;33;0;0;1;3;1;0;9;16;4;12;30;15;1;48;26.3;NA;141;26;0.018;NA;NA;0.097;NA;0.547;0.884;320;277;274;226;290;230
Michael Zalewski;24;USA;VAN;1;0;0;0;-1;LW;632500;8.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1;0.1;NA;NA;0;NA;0;0;0;0;0;0;0;0
Henrik Zetterberg;36;SWE;DET;82;17;51;68;15;LW;7500000;19.6;22;4;1;0;4;1;0;7;31;2;19;28;7;1;107;31.3;NA;110;30;0.025;NA;NA;0.107;NA;0.518;0.882;180;185;226;220;299;252
Mika Zibanejad;23;SWE;NYR;56;14;23;37;9;C;3250000;17.1;16;2;1;0;3;4;1;3;12;1;25;20;9;3;49;29.2;NA;66;27;0.032;NA;NA;0.119;NA;0.52;0.878;164;156;133;152;197;148
Harry Zolnierczyk;29;CAN;NSH;24;2;2;4;-2;LW;575000;8.9;10;1;0;0;1;0;0;0;5;0;2;2;1;0;9;28.7;NA;46;11;0.045;NA;NA;0.063;NA;0.421;0.107;1;3;5;3;2;5
Mats Zuccarello;29;NOR;NYR;80;15;44;59;15;RW;4500000;18.8;26;1;1;1;7;1;0;4;12;2;17;44;14;0;100;33.5;NA;163;52;0.043;NA;NA;0.096;NA;0.462;0.009;0;2;3;0;3;5
Jason Zucker;24;USA;MIN;79;22;25;47;34;LW;2000000;15.3;30;7;0;0;3;4;1;7;27;2;9;20;9;6;99;27.1;NA;145;42;0.037;NA;NA;0.114;NA;0.2;0.005;0;0;0;3;1;1
Valentin Zykov;21;RUS;CAR;2;1;0;1;1;LW;727500;6.3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;12.3;NA;0;0;0;NA;NA;0.077;NA;0;0;0;0;0;0;0;0
